No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
11974,14.0,45.0,2.0,17.0,300.0,124.0,28.2,993.7,11.3,0.0,N,1.6,Dingling,2014-07-12 21:00:00
11975,16.0,41.0,2.0,19.0,300.0,121.0,27.1,994.1,11.2,0.0,NW,1.0,Dingling,2014-07-12 22:00:00
11976,19.0,33.0,2.0,17.0,300.0,110.0,27.0,994.2,10.2,0.0,N,1.1,Dingling,2014-07-12 23:00:00
11977,11.0,19.0,2.0,10.0,300.0,94.0,25.5,994.2,10.5,0.0,NW,2.1,Dingling,2014-07-13 00:00:00
11978,13.0,6.0,2.0,9.0,200.0,70.0,25.3,994.2,10.3,0.0,N,1.7,Dingling,2014-07-13 01:00:00
11979,8.0,20.0,2.0,9.0,200.0,61.0,25.9,994.2,10.1,0.0,N,2.3,Dingling,2014-07-13 02:00:00
11980,6.0,10.0,2.0,6.0,200.0,67.0,25.9,994.3,9.7,0.0,NNE,3.2,Dingling,2014-07-13 03:00:00
11981,3.0,22.0,2.0,6.0,200.0,75.0,25.4,994.5,9.6,0.0,NE,2.9,Dingling,2014-07-13 04:00:00
11982,3.0,8.0,2.0,2.0,200.0,80.0,25.3,994.8,10.0,0.0,NNE,1.5,Dingling,2014-07-13 05:00:00
11983,3.0,10.0,2.0,2.0,200.0,76.0,27.5,995.1,10.2,0.0,NNW,2.5,Dingling,2014-07-13 06:00:00
11984,3.0,16.0,2.0,3.0,200.0,72.0,28.8,995.2,10.5,0.0,NW,2.5,Dingling,2014-07-13 07:00:00
11985,3.0,16.0,2.0,3.0,200.0,71.0,30.8,994.8,10.2,0.0,NNE,3.6,Dingling,2014-07-13 08:00:00
11986,4.0,14.0,2.0,2.0,200.0,75.0,32.4,994.5,11.0,0.0,NW,3.5,Dingling,2014-07-13 09:00:00
11987,11.0,23.0,6.0,7.0,300.0,74.0,33.6,994.0,10.2,0.0,NNW,1.9,Dingling,2014-07-13 10:00:00
11988,7.0,74.0,2.0,3.0,200.0,89.0,35.0,993.2,10.1,0.0,NW,3.3,Dingling,2014-07-13 11:00:00
11989,6.0,22.0,2.0,2.0,200.0,98.0,34.6,992.4,11.1,0.0,NNW,1.3,Dingling,2014-07-13 12:00:00
11990,14.0,8.0,2.0,2.0,200.0,102.0,34.8,992.1,12.5,0.0,E,3.9,Dingling,2014-07-13 13:00:00
11991,13.0,39.0,2.0,10.0,200.0,110.0,34.8,991.8,11.2,0.0,NNE,1.8,Dingling,2014-07-13 14:00:00
11992,11.0,15.0,2.0,4.0,200.0,123.0,27.2,992.6,16.5,0.3,NNE,1.8,Dingling,2014-07-13 15:00:00
11993,3.0,105.0,2.0,4.0,300.0,91.0,29.6,991.6,13.4,0.0,NE,1.9,Dingling,2014-07-13 16:00:00
11994,8.0,28.0,2.0,4.0,300.0,69.0,30.7,991.9,13.5,0.0,SSE,1.3,Dingling,2014-07-13 17:00:00
11995,4.0,58.0,2.0,2.0,300.0,89.0,29.6,992.2,15.0,0.0,ENE,1.9,Dingling,2014-07-13 18:00:00
11996,21.0,61.0,2.0,20.0,400.0,70.0,28.9,992.7,13.9,0.0,NNE,1.3,Dingling,2014-07-13 19:00:00
11997,15.0,40.0,2.0,12.0,300.0,79.0,28.4,993.2,13.9,0.0,NNW,1.1,Dingling,2014-07-13 20:00:00
11998,10.0,27.0,2.0,9.0,300.0,78.0,26.3,993.9,14.7,0.0,N,0.8,Dingling,2014-07-13 21:00:00
11999,11.0,36.0,2.0,9.0,300.0,57.0,26.0,994.1,13.5,0.0,NNE,0.8,Dingling,2014-07-13 22:00:00
12000,14.0,16.0,2.0,11.0,300.0,50.0,24.7,994.2,12.6,0.0,WNW,0.4,Dingling,2014-07-13 23:00:00
12001,7.0,17.0,2.0,6.0,300.0,54.0,24.4,994.0,12.0,0.0,NNE,0.9,Dingling,2014-07-14 00:00:00
12002,7.0,5.0,2.0,4.0,300.0,54.0,22.4,994.1,12.3,0.0,NNW,1.4,Dingling,2014-07-14 01:00:00
12003,8.0,13.0,2.0,5.0,300.0,49.0,22.6,993.9,12.5,0.0,NNW,1.3,Dingling,2014-07-14 02:00:00
12004,8.0,13.0,2.0,6.0,300.0,43.0,21.6,993.9,12.7,0.0,NNE,1.0,Dingling,2014-07-14 03:00:00
12005,10.0,18.0,2.0,7.0,300.0,44.0,23.0,994.3,12.6,0.0,E,0.8,Dingling,2014-07-14 04:00:00
12006,12.0,18.0,2.0,7.0,200.0,48.0,22.0,994.6,13.4,0.0,NW,1.2,Dingling,2014-07-14 05:00:00
12007,10.0,28.0,2.0,7.0,300.0,47.0,24.1,994.6,14.2,0.0,N,1.1,Dingling,2014-07-14 06:00:00
12008,21.0,55.0,2.0,14.0,400.0,37.0,27.3,994.5,12.9,0.0,SSW,1.0,Dingling,2014-07-14 07:00:00
12009,21.0,48.0,2.0,13.0,400.0,50.0,29.9,994.2,14.4,0.0,S,1.4,Dingling,2014-07-14 08:00:00
12010,13.0,45.0,4.0,18.0,400.0,54.0,31.4,994.2,13.6,0.0,ESE,1.6,Dingling,2014-07-14 09:00:00
12011,18.0,52.0,5.0,23.0,400.0,62.0,31.8,994.0,14.4,0.0,E,2.5,Dingling,2014-07-14 10:00:00
12012,18.0,38.0,2.0,11.0,400.0,104.0,33.0,993.6,15.9,0.0,SE,2.1,Dingling,2014-07-14 11:00:00
12013,12.0,46.0,2.0,3.0,300.0,131.0,33.3,993.2,14.8,0.0,E,1.9,Dingling,2014-07-14 12:00:00
12014,8.0,35.0,2.0,5.0,300.0,162.0,33.5,992.8,13.5,0.0,ESE,2.5,Dingling,2014-07-14 13:00:00
12015,16.0,43.0,2.0,7.0,300.0,175.0,35.9,992.2,14.0,0.0,S,2.9,Dingling,2014-07-14 14:00:00
12016,24.0,33.0,2.0,12.0,400.0,215.0,35.3,992.1,12.9,0.0,SSE,2.3,Dingling,2014-07-14 15:00:00
12017,23.0,73.0,3.0,19.0,500.0,262.0,35.8,991.8,13.3,0.0,SSE,2.8,Dingling,2014-07-14 16:00:00
12018,27.0,68.0,3.0,16.0,500.0,264.0,34.1,992.3,14.6,0.0,SSE,3.1,Dingling,2014-07-14 17:00:00
12019,26.0,41.0,3.0,10.0,400.0,250.0,33.9,992.7,14.9,0.0,WNW,2.5,Dingling,2014-07-14 18:00:00
12020,26.0,105.0,3.0,23.0,500.0,238.0,31.9,992.9,8.8,0.0,W,3.6,Dingling,2014-07-14 19:00:00
12021,20.0,7.0,2.0,10.0,400.0,188.0,30.7,993.6,9.6,0.0,N,1.6,Dingling,2014-07-14 20:00:00
12022,6.0,48.0,2.0,4.0,200.0,117.0,28.9,993.2,11.0,0.0,N,2.7,Dingling,2014-07-14 21:00:00
12023,9.0,33.0,2.0,5.0,300.0,121.0,27.9,994.0,10.6,0.0,N,1.4,Dingling,2014-07-14 22:00:00
12024,10.0,19.0,2.0,2.0,300.0,126.0,27.4,994.5,11.0,0.0,SE,1.0,Dingling,2014-07-14 23:00:00
12025,10.0,38.0,2.0,6.0,300.0,104.0,27.1,995.5,11.2,0.0,W,0.9,Dingling,2014-07-15 00:00:00
12026,13.0,34.0,2.0,6.0,300.0,98.0,26.1,995.6,12.5,0.0,N,2.2,Dingling,2014-07-15 01:00:00
12027,12.0,35.0,2.0,9.0,300.0,86.0,25.1,995.2,12.7,0.0,N,0.9,Dingling,2014-07-15 02:00:00
12028,15.0,35.0,2.0,16.0,300.0,70.0,24.6,995.4,12.2,0.0,S,0.7,Dingling,2014-07-15 03:00:00
12029,15.0,42.0,2.0,15.0,300.0,66.0,24.0,995.5,12.6,0.0,N,1.2,Dingling,2014-07-15 04:00:00
12030,17.0,50.0,2.0,18.0,300.0,65.0,24.4,995.4,14.5,0.0,ENE,1.7,Dingling,2014-07-15 05:00:00
12031,26.0,118.0,3.0,11.0,400.0,94.0,24.8,995.6,15.4,0.0,N,2.8,Dingling,2014-07-15 06:00:00
12032,36.0,144.0,3.0,12.0,500.0,97.0,26.6,995.4,15.9,0.0,NNE,1.4,Dingling,2014-07-15 07:00:00
12033,39.0,125.0,3.0,11.0,400.0,114.0,28.8,994.9,15.3,0.0,S,1.3,Dingling,2014-07-15 08:00:00
12034,40.0,136.0,3.0,9.0,400.0,126.0,30.1,995.0,15.4,0.0,ESE,2.4,Dingling,2014-07-15 09:00:00
12035,46.0,137.0,3.0,8.0,400.0,141.0,30.2,995.4,16.2,0.0,SSE,2.7,Dingling,2014-07-15 10:00:00
12036,39.0,161.0,3.0,10.0,500.0,164.0,31.3,995.1,16.1,0.0,ESE,3.7,Dingling,2014-07-15 11:00:00
12037,46.0,142.0,4.0,12.0,500.0,187.0,31.0,994.6,17.0,0.0,E,3.3,Dingling,2014-07-15 12:00:00
12038,50.0,139.0,4.0,19.0,500.0,411.0,31.7,994.3,17.2,0.0,SE,2.6,Dingling,2014-07-15 13:00:00
12039,60.0,157.0,5.0,27.0,600.0,222.0,32.2,993.7,17.7,0.0,S,4.2,Dingling,2014-07-15 14:00:00
12040,61.0,145.0,6.0,21.0,600.0,252.0,32.1,993.2,17.9,0.0,S,3.1,Dingling,2014-07-15 15:00:00
12041,59.0,134.0,6.0,15.0,600.0,256.0,31.5,992.8,17.4,0.0,SSE,4.2,Dingling,2014-07-15 16:00:00
12042,57.0,115.0,8.0,13.0,600.0,266.0,30.8,992.9,16.8,0.0,S,2.9,Dingling,2014-07-15 17:00:00
12043,57.0,89.0,9.0,10.0,600.0,223.0,30.1,993.1,17.9,0.0,S,3.2,Dingling,2014-07-15 18:00:00
12044,51.0,78.0,7.0,11.0,600.0,205.0,29.5,994.8,18.0,0.0,WSW,3.1,Dingling,2014-07-15 19:00:00
12045,55.0,122.0,8.0,18.0,600.0,199.0,22.4,995.2,19.2,5.1,WNW,0.9,Dingling,2014-07-15 20:00:00
12046,55.0,123.0,3.0,11.0,600.0,310.0,22.7,994.6,19.9,0.1,ENE,0.7,Dingling,2014-07-15 21:00:00
12047,43.0,69.0,2.0,13.0,600.0,84.0,22.9,995.1,20.4,0.0,N,1.4,Dingling,2014-07-15 22:00:00
12048,45.0,32.0,2.0,9.0,600.0,79.0,22.4,995.2,20.5,0.0,NNW,1.6,Dingling,2014-07-15 23:00:00
12049,50.0,34.0,2.0,11.0,500.0,62.0,22.8,994.5,19.0,0.0,NNW,1.2,Dingling,2014-07-16 00:00:00
12050,49.0,35.0,2.0,7.0,500.0,60.0,22.2,994.3,19.4,0.0,W,0.8,Dingling,2014-07-16 01:00:00
12051,46.0,30.0,2.0,6.0,500.0,80.0,21.8,994.5,18.6,0.0,NNW,0.9,Dingling,2014-07-16 02:00:00
12052,47.0,44.0,2.0,9.0,500.0,151.0,21.2,994.4,18.8,0.0,NNW,1.2,Dingling,2014-07-16 03:00:00
12053,50.0,43.0,2.0,26.0,500.0,47.0,21.5,994.8,18.7,0.0,E,0.8,Dingling,2014-07-16 04:00:00
12054,49.0,52.0,2.0,8.0,500.0,195.0,21.5,995.2,18.5,0.0,NNW,1.6,Dingling,2014-07-16 05:00:00
12055,50.0,52.0,2.0,5.0,500.0,66.0,22.5,995.8,18.5,0.0,NW,1.1,Dingling,2014-07-16 06:00:00
12056,54.0,77.0,2.0,7.0,500.0,124.0,24.5,995.8,19.6,0.0,ENE,0.5,Dingling,2014-07-16 07:00:00
12057,61.0,100.0,2.0,15.0,600.0,69.0,26.0,996.1,20.6,0.0,SSE,1.4,Dingling,2014-07-16 08:00:00
12058,83.0,123.0,3.0,18.0,700.0,72.0,26.3,995.7,20.8,0.0,ESE,1.3,Dingling,2014-07-16 09:00:00
12059,124.0,150.0,5.0,16.0,900.0,92.0,27.1,996.2,21.6,0.0,SSW,2.3,Dingling,2014-07-16 10:00:00
12060,150.0,160.0,7.0,15.0,1000.0,108.0,28.2,995.7,21.5,0.0,S,1.2,Dingling,2014-07-16 11:00:00
12061,161.0,165.0,8.0,24.0,1100.0,117.0,29.7,994.7,20.3,0.0,S,3.6,Dingling,2014-07-16 12:00:00
12062,162.0,123.0,7.0,21.0,900.0,160.0,30.4,992.8,18.2,0.0,ESE,1.8,Dingling,2014-07-16 13:00:00
12063,122.0,88.0,6.0,10.0,800.0,202.0,31.9,992.4,18.5,0.0,SSE,2.6,Dingling,2014-07-16 14:00:00
12064,100.0,40.0,5.0,9.0,700.0,210.0,31.3,992.6,19.6,0.0,S,3.3,Dingling,2014-07-16 15:00:00
12065,52.0,61.0,3.0,5.0,500.0,203.0,30.5,993.3,20.7,0.0,ESE,3.4,Dingling,2014-07-16 16:00:00
12066,100.0,152.0,5.0,13.0,900.0,248.0,28.4,994.0,22.6,1.0,ENE,4.1,Dingling,2014-07-16 17:00:00
12067,151.0,216.0,5.0,23.0,1300.0,248.0,21.1,995.4,19.4,14.5,W,1.5,Dingling,2014-07-16 18:00:00
12068,88.0,110.5,2.0,16.0,1300.0,198.0,21.0,996.2,18.0,0.8,WSW,1.1,Dingling,2014-07-16 19:00:00
12069,25.0,5.0,2.0,5.0,600.0,389.0,21.6,996.6,19.2,0.0,NNE,1.8,Dingling,2014-07-16 20:00:00
12070,21.0,14.0,2.0,6.0,500.0,140.0,21.6,997.0,19.3,0.1,NNW,1.3,Dingling,2014-07-16 21:00:00
12071,27.0,16.0,2.0,4.0,400.0,269.0,21.9,996.9,19.5,0.0,NNW,1.4,Dingling,2014-07-16 22:00:00
12072,38.0,49.0,2.0,8.0,500.0,182.0,22.0,995.8,19.4,0.0,W,1.8,Dingling,2014-07-16 23:00:00
12073,47.0,41.0,2.0,6.0,600.0,74.0,21.7,996.0,18.9,0.0,SSW,1.6,Dingling,2014-07-17 00:00:00
12074,54.0,48.0,2.0,14.0,600.0,102.0,22.3,996.6,18.9,0.0,NE,1.5,Dingling,2014-07-17 01:00:00
12075,55.0,55.0,2.0,15.0,600.0,89.0,22.5,996.4,19.9,0.0,WNW,0.7,Dingling,2014-07-17 02:00:00
12076,67.0,42.0,2.0,14.0,600.0,151.0,22.9,996.8,19.9,0.0,SSE,0.6,Dingling,2014-07-17 03:00:00
12077,71.0,58.0,2.0,5.0,700.0,55.0,22.5,997.4,20.0,0.0,W,1.0,Dingling,2014-07-17 04:00:00
12078,72.0,67.0,2.0,12.0,800.0,55.0,22.8,997.2,20.1,0.0,NNW,1.0,Dingling,2014-07-17 05:00:00
12079,77.0,65.0,2.0,22.0,800.0,33.0,23.0,997.3,20.3,0.0,W,1.8,Dingling,2014-07-17 06:00:00
12080,83.0,73.0,2.0,35.0,800.0,15.0,23.5,997.2,20.0,0.0,NW,1.0,Dingling,2014-07-17 07:00:00
12081,77.0,63.0,2.0,19.0,800.0,31.0,25.1,997.1,20.4,0.0,NE,1.2,Dingling,2014-07-17 08:00:00
12082,91.0,76.0,3.0,16.0,1000.0,55.0,26.6,997.0,20.7,0.0,E,1.3,Dingling,2014-07-17 09:00:00
12083,125.0,131.0,6.0,7.0,1200.0,96.0,27.1,997.1,20.7,0.0,SW,1.3,Dingling,2014-07-17 10:00:00
12084,124.0,136.0,6.0,9.0,1200.0,107.0,28.0,996.8,21.3,0.0,SSW,1.8,Dingling,2014-07-17 11:00:00
12085,124.0,134.0,7.0,10.0,2900.0,120.0,28.2,996.7,21.0,0.0,E,1.1,Dingling,2014-07-17 12:00:00
12086,115.0,115.0,7.0,12.0,1500.0,295.0,28.8,996.5,21.1,0.0,ESE,1.2,Dingling,2014-07-17 13:00:00
12087,117.0,111.0,6.0,18.0,1500.0,152.0,28.1,996.6,21.4,0.0,ESE,1.3,Dingling,2014-07-17 14:00:00
12088,130.0,134.0,5.0,20.0,1400.0,182.0,27.7,996.6,21.3,0.0,ESE,1.7,Dingling,2014-07-17 15:00:00
12089,154.0,159.0,4.0,26.0,1800.0,170.0,27.6,996.7,21.9,0.0,E,1.5,Dingling,2014-07-17 16:00:00
12090,166.0,173.0,4.0,34.0,2200.0,147.0,27.5,996.6,22.0,0.0,SE,1.8,Dingling,2014-07-17 17:00:00
12091,161.0,157.0,3.0,28.0,2200.0,138.0,27.4,997.4,21.9,0.0,ESE,1.2,Dingling,2014-07-17 18:00:00
12092,168.0,164.0,2.0,27.0,2200.0,140.0,27.3,997.6,22.0,0.0,ENE,0.9,Dingling,2014-07-17 19:00:00
12093,161.0,158.0,2.0,25.0,2100.0,106.0,27.1,998.4,22.1,0.0,NE,0.9,Dingling,2014-07-17 20:00:00
12094,154.0,149.0,2.0,17.0,2000.0,231.0,26.6,998.4,22.4,0.0,NNW,1.1,Dingling,2014-07-17 21:00:00
12095,156.0,153.0,2.0,15.0,2100.0,90.0,26.4,998.1,22.3,0.0,NNW,1.3,Dingling,2014-07-17 22:00:00
12096,161.0,145.0,2.0,13.0,2300.0,84.0,25.9,997.7,22.6,0.0,NNW,1.1,Dingling,2014-07-17 23:00:00
12097,166.0,151.0,2.0,13.0,2300.0,78.0,26.3,997.7,22.4,0.0,SE,1.0,Dingling,2014-07-18 00:00:00
12098,164.0,146.0,2.0,12.0,2300.0,73.0,26.1,998.0,22.6,0.0,WNW,0.9,Dingling,2014-07-18 01:00:00
12099,167.0,155.0,2.0,13.0,2200.0,79.0,26.2,998.1,22.5,0.0,ESE,1.0,Dingling,2014-07-18 02:00:00
12100,149.0,135.0,2.0,11.0,2100.0,72.0,26.5,998.3,21.9,0.0,NNE,0.7,Dingling,2014-07-18 03:00:00
12101,147.0,120.0,2.0,11.0,2000.0,64.0,26.3,998.2,21.9,0.0,E,1.3,Dingling,2014-07-18 04:00:00
12102,137.0,113.0,2.0,11.0,1800.0,55.0,25.9,998.8,21.3,0.0,ESE,2.6,Dingling,2014-07-18 05:00:00
12103,117.0,94.0,2.0,11.0,1500.0,58.0,25.8,999.6,21.0,0.0,ENE,0.9,Dingling,2014-07-18 06:00:00
12104,128.0,126.0,2.0,35.0,1700.0,58.0,26.5,999.7,21.3,0.0,S,1.2,Dingling,2014-07-18 07:00:00
12105,126.0,90.0,5.0,21.0,1500.0,76.0,27.0,999.5,21.5,0.0,W,1.1,Dingling,2014-07-18 08:00:00
12106,116.0,107.0,8.0,26.0,1300.0,89.0,27.6,999.3,21.6,0.0,E,0.8,Dingling,2014-07-18 09:00:00
12107,123.0,134.0,8.0,37.0,1400.0,79.0,28.8,999.3,22.1,0.0,NW,0.9,Dingling,2014-07-18 10:00:00
12108,137.0,146.0,9.0,32.0,1400.0,89.0,30.3,998.8,22.5,0.0,S,1.1,Dingling,2014-07-18 11:00:00
12109,138.0,154.0,9.0,21.0,1400.0,114.0,30.8,998.2,22.7,0.0,SSE,1.9,Dingling,2014-07-18 12:00:00
12110,151.0,152.0,9.0,14.0,1500.0,164.0,31.5,997.8,23.1,0.0,SSW,1.7,Dingling,2014-07-18 13:00:00
12111,173.0,185.0,8.0,16.0,1700.0,202.0,32.0,997.3,23.0,0.0,SSE,1.1,Dingling,2014-07-18 14:00:00
12112,178.0,177.0,10.0,19.0,1900.0,248.0,32.4,997.0,23.4,0.0,SE,1.8,Dingling,2014-07-18 15:00:00
12113,182.0,192.0,9.0,21.0,2000.0,277.0,32.3,996.8,23.5,0.0,E,2.0,Dingling,2014-07-18 16:00:00
12114,190.0,214.0,9.0,25.0,2100.0,293.0,32.3,996.9,23.5,0.0,ESE,0.8,Dingling,2014-07-18 17:00:00
12115,172.0,161.0,7.0,19.0,1900.0,261.0,32.0,997.2,23.5,0.0,E,1.5,Dingling,2014-07-18 18:00:00
12116,151.0,156.0,5.0,14.0,1800.0,218.0,30.8,997.7,23.5,0.0,NNW,0.7,Dingling,2014-07-18 19:00:00
12117,160.0,170.0,5.0,14.0,1800.0,254.0,30.7,998.3,23.4,0.0,ENE,1.8,Dingling,2014-07-18 20:00:00
12118,158.0,172.0,5.0,13.0,1800.0,226.0,30.4,998.5,23.6,0.0,NE,1.3,Dingling,2014-07-18 21:00:00
12119,162.0,183.0,4.0,13.0,1800.0,211.0,29.5,998.8,23.7,0.0,N,0.8,Dingling,2014-07-18 22:00:00
12120,165.0,161.0,3.0,14.0,1800.0,403.0,28.7,998.5,24.0,0.0,W,0.6,Dingling,2014-07-18 23:00:00
12121,152.0,151.0,3.0,12.0,1700.0,174.0,27.8,998.7,23.8,0.0,WNW,0.0,Dingling,2014-07-19 00:00:00
12122,150.0,150.0,2.0,15.0,1600.0,339.0,27.5,998.9,23.7,0.0,NNW,0.8,Dingling,2014-07-19 01:00:00
12123,132.0,128.0,2.0,12.0,1400.0,115.0,27.2,998.9,24.3,0.0,W,0.6,Dingling,2014-07-19 02:00:00
12124,129.0,120.0,2.0,13.0,1100.0,105.0,26.4,999.3,24.2,0.0,W,0.7,Dingling,2014-07-19 03:00:00
12125,135.0,130.0,2.0,11.0,1200.0,100.0,25.7,999.7,23.4,0.0,NE,0.3,Dingling,2014-07-19 04:00:00
12126,142.0,126.0,2.0,14.0,1200.0,81.0,25.8,1000.2,23.3,0.0,NNW,1.3,Dingling,2014-07-19 05:00:00
12127,142.0,133.0,2.0,15.0,1200.0,61.0,27.1,1000.8,23.8,0.0,NW,1.0,Dingling,2014-07-19 06:00:00
12128,141.0,150.0,2.0,26.0,1200.0,48.0,28.9,1000.8,23.8,0.0,SSE,1.0,Dingling,2014-07-19 07:00:00
12129,146.0,168.0,2.0,21.0,1100.0,57.0,30.3,1000.9,24.2,0.0,SSE,1.7,Dingling,2014-07-19 08:00:00
12130,152.0,157.0,3.0,31.0,1100.0,80.0,31.8,1000.7,23.9,0.0,ESE,2.5,Dingling,2014-07-19 09:00:00
12131,145.0,177.0,4.0,29.0,1000.0,125.0,32.7,1000.4,23.6,0.0,SSE,2.3,Dingling,2014-07-19 10:00:00
12132,125.0,131.0,5.0,22.0,900.0,181.0,34.3,999.9,23.3,0.0,SSE,1.7,Dingling,2014-07-19 11:00:00
12133,89.0,64.0,4.0,19.0,700.0,197.0,34.7,999.3,22.4,0.0,SE,2.4,Dingling,2014-07-19 12:00:00
12134,73.0,75.0,3.0,21.0,600.0,223.0,35.7,998.8,22.3,0.0,SSE,4.1,Dingling,2014-07-19 13:00:00
12135,60.0,51.0,2.0,17.0,600.0,223.0,36.2,998.2,22.0,0.0,SE,2.9,Dingling,2014-07-19 14:00:00
12136,66.0,67.0,2.0,15.0,500.0,211.0,35.7,997.6,21.6,0.0,SSE,4.0,Dingling,2014-07-19 15:00:00
12137,54.0,75.0,2.0,14.0,500.0,197.0,35.9,997.1,21.0,0.0,S,3.8,Dingling,2014-07-19 16:00:00
12138,50.0,42.0,2.0,13.0,500.0,182.0,34.9,997.1,21.6,0.0,SSE,3.5,Dingling,2014-07-19 17:00:00
12139,42.0,34.0,2.0,13.0,500.0,170.0,33.8,997.8,21.9,0.0,SSE,2.5,Dingling,2014-07-19 18:00:00
12140,46.0,84.0,2.0,15.0,500.0,165.0,33.1,998.2,22.5,0.0,SSE,2.8,Dingling,2014-07-19 19:00:00
12141,55.0,95.0,2.0,14.0,500.0,156.0,32.5,999.0,22.6,0.0,SSE,2.4,Dingling,2014-07-19 20:00:00
12142,59.0,87.0,2.0,14.0,500.0,169.0,32.4,999.0,22.5,0.0,ESE,1.2,Dingling,2014-07-19 21:00:00
12143,57.0,89.0,2.0,15.0,500.0,139.0,28.9,999.4,23.6,0.0,S,3.5,Dingling,2014-07-19 22:00:00
12144,61.0,109.0,2.0,19.0,600.0,124.0,27.7,999.2,22.9,0.0,NE,1.8,Dingling,2014-07-19 23:00:00
12145,51.0,87.0,2.0,11.0,600.0,246.0,27.7,998.6,23.3,0.0,NE,1.4,Dingling,2014-07-20 00:00:00
12146,50.0,50.0,2.0,10.0,600.0,87.0,27.4,998.0,23.2,0.0,WNW,0.8,Dingling,2014-07-20 01:00:00
12147,47.0,19.0,2.0,8.0,500.0,69.0,26.7,998.2,23.6,0.0,NE,0.9,Dingling,2014-07-20 02:00:00
12148,41.0,32.0,2.0,8.0,500.0,48.0,26.6,998.0,23.3,0.0,NNE,1.0,Dingling,2014-07-20 03:00:00
12149,35.0,27.0,2.0,9.0,500.0,45.0,26.4,998.5,23.5,0.0,WNW,1.0,Dingling,2014-07-20 04:00:00
12150,37.0,18.0,2.0,9.0,500.0,34.0,26.7,998.6,23.8,0.0,N,1.3,Dingling,2014-07-20 05:00:00
12151,42.0,50.0,2.0,11.0,500.0,61.0,27.9,998.8,23.9,0.0,SSE,1.8,Dingling,2014-07-20 06:00:00
12152,51.0,85.0,2.0,17.0,600.0,23.0,28.1,998.8,23.9,0.0,ESE,1.3,Dingling,2014-07-20 07:00:00
12153,56.0,70.0,2.0,21.0,600.0,43.0,28.5,998.4,24.1,0.0,SW,1.6,Dingling,2014-07-20 08:00:00
12154,79.0,100.0,3.0,26.0,600.0,60.0,29.0,997.9,24.3,0.0,W,1.0,Dingling,2014-07-20 09:00:00
12155,90.0,114.0,3.0,26.0,700.0,75.0,31.2,997.1,23.8,0.0,SSE,1.6,Dingling,2014-07-20 10:00:00
12156,94.0,129.0,3.0,27.0,700.0,96.0,31.7,996.2,23.8,0.0,ENE,1.6,Dingling,2014-07-20 11:00:00
12157,96.0,119.0,4.0,28.0,700.0,130.0,32.7,995.6,23.4,0.0,SSE,2.9,Dingling,2014-07-20 12:00:00
12158,92.0,104.0,5.0,22.0,700.0,179.0,33.9,994.7,23.3,0.0,SE,3.1,Dingling,2014-07-20 13:00:00
12159,90.0,102.0,4.0,19.0,700.0,215.0,34.0,993.9,23.4,0.0,SSE,2.2,Dingling,2014-07-20 14:00:00
12160,85.0,98.0,3.0,15.0,700.0,211.0,33.9,993.1,23.9,0.0,SSE,2.9,Dingling,2014-07-20 15:00:00
12161,91.0,110.0,3.0,14.0,800.0,201.0,33.9,992.8,23.6,0.0,SE,3.5,Dingling,2014-07-20 16:00:00
12162,110.0,137.0,6.0,14.0,1000.0,210.0,34.0,992.5,22.8,0.0,SSE,2.2,Dingling,2014-07-20 17:00:00
12163,91.0,132.0,8.0,13.0,900.0,221.0,33.3,992.8,23.3,0.0,SE,3.0,Dingling,2014-07-20 18:00:00
12164,80.0,119.0,7.0,15.0,900.0,183.0,32.8,993.0,23.2,0.0,S,3.2,Dingling,2014-07-20 19:00:00
12165,91.0,140.0,9.0,17.0,1000.0,187.0,32.6,993.1,23.3,0.0,SE,1.5,Dingling,2014-07-20 20:00:00
12166,91.0,148.0,7.0,18.0,900.0,162.0,32.5,992.6,23.5,0.0,SE,2.1,Dingling,2014-07-20 21:00:00
12167,86.0,118.0,5.0,17.0,900.0,123.0,32.3,992.1,23.3,0.0,SSE,2.0,Dingling,2014-07-20 22:00:00
12168,79.0,114.0,5.0,26.0,800.0,235.0,30.9,991.6,23.8,0.0,NNW,1.2,Dingling,2014-07-20 23:00:00
12169,78.0,107.0,5.0,25.0,800.0,93.0,30.4,991.4,23.6,0.0,NNW,0.3,Dingling,2014-07-21 00:00:00
12170,72.0,97.0,3.0,23.0,700.0,61.0,29.2,990.8,23.9,0.0,NNE,0.7,Dingling,2014-07-21 01:00:00
12171,67.0,83.0,2.0,21.0,700.0,54.0,29.3,990.9,23.7,0.0,E,0.7,Dingling,2014-07-21 02:00:00
12172,68.0,93.0,2.0,19.0,600.0,54.0,29.4,991.4,22.9,0.0,WNW,2.7,Dingling,2014-07-21 03:00:00
12173,65.0,99.0,2.0,18.0,600.0,53.0,28.9,992.7,20.1,0.0,N,4.1,Dingling,2014-07-21 04:00:00
12174,59.0,5.0,2.0,8.0,600.0,83.0,24.5,993.5,21.8,2.0,WNW,1.8,Dingling,2014-07-21 05:00:00
12175,16.0,66.0,2.0,6.0,400.0,64.0,24.9,993.4,21.2,0.2,NNW,1.3,Dingling,2014-07-21 06:00:00
12176,16.0,5.0,2.0,6.0,400.0,58.0,25.7,994.1,20.7,0.0,NW,1.7,Dingling,2014-07-21 07:00:00
