No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
33922,2017,1,12,9,12.0,35.0,16.0,34.0,600.0,54.0,-1.05,1019.0,-11.7,0.0,SE,1.1,Wanshouxigong,2017-01-12 09:00:00
33923,2017,1,12,10,24.0,43.0,18.0,33.0,600.0,44.0,1.15,1019.0,-11.1,0.0,SW,2.3,Wanshouxigong,2017-01-12 10:00:00
33924,2017,1,12,11,23.0,66.0,15.0,44.0,800.0,35.0,2.48,1019.0,-11.3,0.0,SW,2.2,Wanshouxigong,2017-01-12 11:00:00
33925,2017,1,12,12,53.0,95.0,33.0,48.0,900.0,35.0,3.66666666666667,1018.0,-11.4,0.0,SW,3.4,Wanshouxigong,2017-01-12 12:00:00
33926,2017,1,12,13,70.0,94.0,29.0,71.0,1400.0,43.0,4.1,1017.25,-12.0,0.0,NW,3.4,Wanshouxigong,2017-01-12 13:00:00
33927,2017,1,12,14,72.0,85.0,18.0,61.0,1400.0,49.0,5.04,1015.6,-12.6,0.0,SW,4.5,Wanshouxigong,2017-01-12 14:00:00
33928,2017,1,12,15,90.0,108.0,21.0,63.0,1500.0,51.0,5.3,1015.0,-12.1,0.0,SW,4.1,Wanshouxigong,2017-01-12 15:00:00
33929,2017,1,12,16,108.0,130.0,23.0,77.0,1700.0,38.0,5.15,1014.0,-12.0,0.0,SW,3.7,Wanshouxigong,2017-01-12 16:00:00
33930,2017,1,12,17,110.0,133.0,20.0,91.0,1900.0,24.0,4.325,1014.0,-11.7,0.0,SW,1.9,Wanshouxigong,2017-01-12 17:00:00
33931,2017,1,12,18,111.0,156.0,24.0,106.0,2000.0,14.0,2.9,1014.0,-11.5,0.0,SW,1.5,Wanshouxigong,2017-01-12 18:00:00
33932,2017,1,12,19,124.0,170.0,23.0,115.0,2200.0,13.0,1.775,1014.25,-10.9,0.0,SW,1.5,Wanshouxigong,2017-01-12 19:00:00
33933,2017,1,12,20,151.0,190.0,35.0,127.0,2500.0,7.0,0.975,1015.0,-10.7,0.0,SW,0.7,Wanshouxigong,2017-01-12 20:00:00
33934,2017,1,12,21,97.0,97.0,16.0,68.0,1400.0,45.0,-0.25,1015.0,-10.5,0.0,SW,1.1,Wanshouxigong,2017-01-12 21:00:00
33935,2017,1,12,22,15.0,32.0,2.0,11.0,300.0,67.0,2.025,1016.0,-11.7,0.0,NW,3.0,Wanshouxigong,2017-01-12 22:00:00
33936,2017,1,12,23,19.0,24.0,12.0,17.0,400.0,68.0,3.675,1016.5,-14.5,0.0,NW,2.4,Wanshouxigong,2017-01-12 23:00:00
33937,2017,1,13,0,5.0,9.0,9.0,9.0,300.0,66.0,3.05,1017.0,-15.6,0.0,NW,3.1,Wanshouxigong,2017-01-13 00:00:00
33938,2017,1,13,1,3.0,9.0,12.0,20.0,300.0,64.0,2.425,1017.0,-16.9,0.0,NW,2.6,Wanshouxigong,2017-01-13 01:00:00
33939,2017,1,13,2,11.0,30.0,12.0,23.0,400.0,59.0,1.125,1018.0,-16.6,0.0,NE,3.3,Wanshouxigong,2017-01-13 02:00:00
33940,2017,1,13,3,11.0,19.0,7.0,11.0,300.0,68.0,0.05,1018.5,-16.9,0.0,NE,4.0,Wanshouxigong,2017-01-13 03:00:00
33941,2017,1,13,4,8.0,16.0,1.0,8.0,200.0,67.0,-0.875,1019.0,-18.4,0.0,NE,1.3,Wanshouxigong,2017-01-13 04:00:00
33942,2017,1,13,5,13.0,11.0,6.0,23.0,200.0,57.0,-2.15,1019.0,-18.3,0.0,NE,0.9,Wanshouxigong,2017-01-13 05:00:00
33943,2017,1,13,6,14.0,19.0,10.0,32.0,200.0,50.0,-3.175,1019.5,-18.0,0.0,NE,1.5,Wanshouxigong,2017-01-13 06:00:00
33944,2017,1,13,7,4.0,19.0,4.0,29.0,300.0,57.0,-3.0,1020.0,-18.3,0.0,,2.9,Wanshouxigong,2017-01-13 07:00:00
33945,2017,1,13,8,21.0,36.0,15.0,44.0,400.0,46.0,-2.175,1021.0,-18.0,0.0,NE,3.2,Wanshouxigong,2017-01-13 08:00:00
33946,2017,1,13,9,19.0,33.0,19.0,48.0,500.0,40.0,-1.65,1021.75,-18.1,0.0,NW,5.3,Wanshouxigong,2017-01-13 09:00:00
33947,2017,1,13,10,10.0,36.0,18.0,33.0,400.0,53.0,-0.9,1022.75,-18.5,0.0,NW,3.6,Wanshouxigong,2017-01-13 10:00:00
33948,2017,1,13,11,19.0,32.0,12.0,22.0,400.0,65.0,0.15,1023.0,-18.6,0.0,NE,4.7,Wanshouxigong,2017-01-13 11:00:00
33949,2017,1,13,12,16.0,20.0,8.0,18.0,300.0,73.0,1.025,1023.0,-19.6,0.0,NE,3.8,Wanshouxigong,2017-01-13 12:00:00
33950,2017,1,13,13,13.0,17.0,1.0,15.0,300.0,67.0,1.95,1022.0,-20.4,0.0,NW,5.7,Wanshouxigong,2017-01-13 13:00:00
33951,2017,1,13,14,15.0,14.0,6.0,17.0,300.0,76.0,2.8,1021.8,-21.5,0.0,,4.3,Wanshouxigong,2017-01-13 14:00:00
33952,2017,1,13,15,17.0,23.0,2.0,12.0,300.0,71.0,3.2,1022.0,-22.1,0.0,NW,4.4,Wanshouxigong,2017-01-13 15:00:00
33953,2017,1,13,16,15.0,30.0,2.0,8.0,200.0,73.0,3.25,1022.0,-22.8,0.0,NW,3.8,Wanshouxigong,2017-01-13 16:00:00
33954,2017,1,13,17,12.0,15.0,2.0,16.0,300.0,70.0,2.9,1022.0,-22.9,0.0,NW,2.3,Wanshouxigong,2017-01-13 17:00:00
33955,2017,1,13,18,10.0,26.0,7.0,23.0,300.0,58.0,2.175,1022.0,-22.9,0.0,NW,3.3,Wanshouxigong,2017-01-13 18:00:00
33956,2017,1,13,19,11.0,30.0,7.0,19.0,400.0,59.0,1.525,1023.0,-23.4,0.0,NW,3.8,Wanshouxigong,2017-01-13 19:00:00
33957,2017,1,13,20,16.0,34.0,10.0,31.0,400.0,53.0,0.825,1023.0,-23.9,0.0,NW,3.0,Wanshouxigong,2017-01-13 20:00:00
33958,2017,1,13,21,13.0,30.0,11.0,28.0,500.0,48.0,0.075,1024.0,-23.6,0.0,NW,3.6,Wanshouxigong,2017-01-13 21:00:00
33959,2017,1,13,22,22.0,32.0,19.0,29.0,500.0,52.0,-0.5,1024.75,-23.0,0.0,NW,3.4,Wanshouxigong,2017-01-13 22:00:00
33960,2017,1,13,23,16.0,27.0,13.0,27.0,400.0,54.0,-0.8,1025.0,-23.0,0.0,NE,2.5,Wanshouxigong,2017-01-13 23:00:00
33961,2017,1,14,0,16.0,26.0,20.0,36.0,400.0,43.0,-1.55,1026.0,-22.7,0.0,SE,0.6,Wanshouxigong,2017-01-14 00:00:00
33962,2017,1,14,1,21.0,28.0,18.0,53.0,500.0,32.0,-2.425,1026.0,-22.1,0.0,NE,2.2,Wanshouxigong,2017-01-14 01:00:00
33963,2017,1,14,2,20.0,27.0,10.0,63.0,500.0,15.0,-2.45,1026.5,-22.6,0.0,NE,1.2,Wanshouxigong,2017-01-14 02:00:00
33964,2017,1,14,3,18.0,28.0,10.0,54.0,500.0,23.0,-4.125,1027.0,-21.6,0.0,NE,2.9,Wanshouxigong,2017-01-14 03:00:00
33965,2017,1,14,4,20.0,25.0,14.0,48.0,500.0,20.0,-4.15,1027.25,-22.6,0.0,NE,2.6,Wanshouxigong,2017-01-14 04:00:00
33966,2017,1,14,5,11.0,18.0,15.0,38.0,400.0,29.0,-4.875,1027.5,-21.7,0.0,NE,1.6,Wanshouxigong,2017-01-14 05:00:00
33967,2017,1,14,6,11.0,15.0,9.0,39.0,400.0,30.0,-5.025,1027.25,-21.7,0.0,NE,3.1,Wanshouxigong,2017-01-14 06:00:00
33968,2017,1,14,7,19.0,22.0,13.0,42.0,400.0,27.0,-4.95,1027.75,-21.9,0.0,NE,1.8,Wanshouxigong,2017-01-14 07:00:00
33969,2017,1,14,8,13.0,26.0,18.0,47.0,500.0,30.0,-5.6,1028.25,-22.0,0.0,NE,1.5,Wanshouxigong,2017-01-14 08:00:00
33970,2017,1,14,9,10.0,38.0,20.0,55.0,800.0,25.0,-4.8,1029.0,-20.9,0.0,NE,2.9,Wanshouxigong,2017-01-14 09:00:00
33971,2017,1,14,10,24.0,39.0,23.0,52.0,800.0,37.0,-2.575,1030.0,-21.7,0.0,NE,3.6,Wanshouxigong,2017-01-14 10:00:00
33972,2017,1,14,11,29.0,38.0,23.0,34.0,700.0,35.0,-1.475,1030.0,-22.0,0.0,NE,3.0,Wanshouxigong,2017-01-14 11:00:00
33973,2017,1,14,12,25.0,27.0,11.0,22.0,500.0,56.0,-0.175,1029.75,-22.5,0.0,NE,1.3,Wanshouxigong,2017-01-14 12:00:00
33974,2017,1,14,13,23.0,23.0,16.0,21.0,500.0,57.0,1.075,1028.75,-22.9,0.0,NE,1.7,Wanshouxigong,2017-01-14 13:00:00
33975,2017,1,14,14,18.0,18.0,11.0,19.0,400.0,52.0,1.96,1028.0,-23.5,0.0,SE,2.5,Wanshouxigong,2017-01-14 14:00:00
33976,2017,1,14,15,24.0,25.0,3.0,21.0,400.0,61.0,2.63333333333333,1028.0,-24.0,0.0,SE,2.1,Wanshouxigong,2017-01-14 15:00:00
33977,2017,1,14,16,25.0,38.0,9.0,38.0,500.0,53.0,2.65,1028.0,-22.3,0.0,NE,2.4,Wanshouxigong,2017-01-14 16:00:00
33978,2017,1,14,17,24.0,49.0,5.0,48.0,500.0,35.0,1.725,1028.5,-23.0,0.0,SE,1.6,Wanshouxigong,2017-01-14 17:00:00
33979,2017,1,14,18,21.0,45.0,13.0,50.0,600.0,34.0,0.75,1029.25,-22.1,0.0,SE,1.7,Wanshouxigong,2017-01-14 18:00:00
33980,2017,1,14,19,33.0,68.0,20.0,61.0,1000.0,26.0,-0.1,1030.0,-19.6,0.0,SE,1.4,Wanshouxigong,2017-01-14 19:00:00
33981,2017,1,14,20,48.0,79.0,40.0,78.0,1900.0,14.0,-0.575,1030.0,-18.6,0.0,SE,2.3,Wanshouxigong,2017-01-14 20:00:00
33982,2017,1,14,21,48.0,117.0,22.0,83.0,1700.0,1.0,-1.4,1031.0,-9.6,0.0,SE,1.9,Wanshouxigong,2017-01-14 21:00:00
33983,2017,1,14,22,44.0,79.0,17.0,76.0,900.0,13.0,-1.925,1031.5,-8.4,0.0,SW,2.0,Wanshouxigong,2017-01-14 22:00:00
33984,2017,1,14,23,44.0,73.0,14.0,58.0,800.0,23.0,-2.65,1032.25,-8.3,0.0,SW,2.0,Wanshouxigong,2017-01-14 23:00:00
33985,2017,1,15,0,33.0,60.0,7.0,45.0,600.0,17.0,-3.5,1033.0,-8.3,0.0,SW,1.4,Wanshouxigong,2017-01-15 00:00:00
33986,2017,1,15,1,33.0,79.0,16.0,66.0,1000.0,13.0,-4.0,1033.0,-8.3,0.0,SW,0.6,Wanshouxigong,2017-01-15 01:00:00
33987,2017,1,15,2,46.0,66.0,8.0,74.0,900.0,9.0,-4.725,1033.0,-8.4,0.0,SW,0.7,Wanshouxigong,2017-01-15 02:00:00
33988,2017,1,15,3,40.0,62.0,7.0,60.0,700.0,12.0,-4.825,1033.0,-8.2,0.0,NE,1.2,Wanshouxigong,2017-01-15 03:00:00
33989,2017,1,15,4,46.0,52.0,17.0,54.0,800.0,53.0,-4.95,1033.0,-8.1,0.0,SW,1.6,Wanshouxigong,2017-01-15 04:00:00
33990,2017,1,15,5,37.0,30.0,16.0,44.0,600.0,25.0,-4.05,1032.75,-7.9,0.0,SW,1.6,Wanshouxigong,2017-01-15 05:00:00
33991,2017,1,15,6,24.0,25.0,7.0,41.0,500.0,32.0,-4.075,1032.0,-8.1,0.0,SW,0.7,Wanshouxigong,2017-01-15 06:00:00
33992,2017,1,15,7,30.0,35.0,15.0,40.0,500.0,28.0,-4.125,1032.0,-8.5,0.0,SW,1.3,Wanshouxigong,2017-01-15 07:00:00
33993,2017,1,15,8,36.0,44.0,19.0,59.0,700.0,15.0,-4.25,1031.5,-8.7,0.0,SW,1.4,Wanshouxigong,2017-01-15 08:00:00
33994,2017,1,15,9,32.0,53.0,7.0,49.0,700.0,18.0,-4.025,1031.5,-8.9,0.0,SW,2.3,Wanshouxigong,2017-01-15 09:00:00
33995,2017,1,15,10,38.0,49.0,8.0,57.0,800.0,22.0,-3.675,1031.5,-8.9,0.0,SW,2.7,Wanshouxigong,2017-01-15 10:00:00
33996,2017,1,15,11,32.0,42.0,14.0,35.0,500.0,42.0,-2.66,1031.0,-9.3,0.0,SW,1.8,Wanshouxigong,2017-01-15 11:00:00
33997,2017,1,15,12,38.0,48.0,24.0,30.0,600.0,36.0,-1.83333333333333,1029.66666666667,-9.3,0.0,SW,2.9,Wanshouxigong,2017-01-15 12:00:00
33998,2017,1,15,13,42.0,48.0,22.0,22.0,600.0,48.0,-1.35,1028.5,-9.5,0.0,SW,3.3,Wanshouxigong,2017-01-15 13:00:00
33999,2017,1,15,14,47.0,64.0,17.0,24.0,700.0,51.0,-1.06,1027.2,-9.3,0.0,SW,3.2,Wanshouxigong,2017-01-15 14:00:00
34000,2017,1,15,15,62.0,78.0,15.0,34.0,700.0,43.0,-0.866666666666667,1026.66666666667,-9.3,0.0,SW,1.9,Wanshouxigong,2017-01-15 15:00:00
34001,2017,1,15,16,61.0,84.0,23.0,43.0,800.0,38.0,-0.8,1026.25,-9.2,0.0,SW,1.9,Wanshouxigong,2017-01-15 16:00:00
34002,2017,1,15,17,72.0,80.0,18.0,50.0,900.0,24.0,-1.425,1026.0,-9.3,0.0,SW,1.0,Wanshouxigong,2017-01-15 17:00:00
34003,2017,1,15,18,76.0,88.0,18.0,59.0,1000.0,22.0,-2.0,1026.0,-9.3,0.0,NW,0.6,Wanshouxigong,2017-01-15 18:00:00
34004,2017,1,15,19,71.0,102.0,14.0,72.0,1100.0,8.0,-3.5,1027.0,-9.5,0.0,,0.5,Wanshouxigong,2017-01-15 19:00:00
34005,2017,1,15,20,81.0,92.0,16.0,72.0,1400.0,1.0,-4.175,1027.0,-9.3,0.0,NE,1.9,Wanshouxigong,2017-01-15 20:00:00
34006,2017,1,15,21,80.0,93.0,8.0,76.0,1300.0,9.0,-3.825,1027.25,-8.5,0.0,NE,1.5,Wanshouxigong,2017-01-15 21:00:00
34007,2017,1,15,22,80.0,92.0,21.0,65.0,1200.0,1.0,-4.1,1027.25,-8.1,0.0,NE,1.5,Wanshouxigong,2017-01-15 22:00:00
34008,2017,1,15,23,88.0,110.0,20.0,75.0,1500.0,9.0,-4.2,1028.0,-8.5,0.0,NE,1.4,Wanshouxigong,2017-01-15 23:00:00
34009,2017,1,16,0,99.0,119.0,22.0,79.0,1700.0,1.0,-3.75,1028.0,-8.4,0.0,NE,1.4,Wanshouxigong,2017-01-16 00:00:00
34010,2017,1,16,1,88.0,118.0,19.0,75.0,1500.0,1.0,-3.425,1027.5,-8.2,0.0,NE,1.2,Wanshouxigong,2017-01-16 01:00:00
34011,2017,1,16,2,89.0,104.0,27.0,76.0,1600.0,6.0,-3.275,1028.0,-8.1,0.0,NE,1.5,Wanshouxigong,2017-01-16 02:00:00
34012,2017,1,16,3,92.0,99.0,30.0,73.0,1700.0,1.0,-3.2,1028.0,-8.1,0.0,NE,2.0,Wanshouxigong,2017-01-16 03:00:00
34013,2017,1,16,4,67.0,72.0,26.0,72.0,2000.0,1.0,-3.35,1027.0,-8.2,0.0,NE,1.3,Wanshouxigong,2017-01-16 04:00:00
34014,2017,1,16,5,60.0,91.0,28.0,76.0,2000.0,6.0,-3.55,1027.0,-8.2,0.0,NE,1.4,Wanshouxigong,2017-01-16 05:00:00
34015,2017,1,16,6,82.0,93.0,38.0,73.0,2000.0,1.0,-3.525,1027.0,-8.2,0.0,NE,1.3,Wanshouxigong,2017-01-16 06:00:00
34016,2017,1,16,7,83.0,107.0,43.0,75.0,2100.0,6.0,-3.45,1028.0,-8.2,0.0,E,1.8,Wanshouxigong,2017-01-16 07:00:00
34017,2017,1,16,8,72.0,106.0,33.0,79.0,2100.0,1.0,-3.225,1028.0,-8.2,0.0,NE,1.2,Wanshouxigong,2017-01-16 08:00:00
34018,2017,1,16,9,78.0,76.0,36.0,66.0,1500.0,6.0,-3.1,1029.0,-7.8,0.0,NE,1.7,Wanshouxigong,2017-01-16 09:00:00
34019,2017,1,16,10,64.0,77.0,35.0,69.0,1200.0,12.0,-2.65,1029.5,-7.5,0.0,NE,1.5,Wanshouxigong,2017-01-16 10:00:00
34020,2017,1,16,11,10.0,10.0,3.0,65.0,1100.0,14.0,-2.08,1030.0,-7.5,0.0,NE,1.7,Wanshouxigong,2017-01-16 11:00:00
34021,2017,1,16,12,3.0,33.0,12.0,63.0,,41.0,-0.933333333333333,1029.0,-7.2,0.0,NE,1.4,Wanshouxigong,2017-01-16 12:00:00
34022,2017,1,16,13,72.0,72.0,15.0,2.0,900.0,40.0,-0.525,1028.25,-7.2,0.0,NE,2.8,Wanshouxigong,2017-01-16 13:00:00
34023,2017,1,16,14,76.0,85.0,14.0,61.0,1000.0,36.0,-0.38,1027.0,-7.4,0.0,SE,1.5,Wanshouxigong,2017-01-16 14:00:00
34024,2017,1,16,15,88.0,88.0,12.0,71.0,1100.0,31.0,-0.266666666666667,1027.0,-7.8,0.0,NE,1.9,Wanshouxigong,2017-01-16 15:00:00
34025,2017,1,16,16,96.0,96.0,10.0,73.0,1100.0,25.0,0.05,1027.0,-7.9,0.0,NE,1.7,Wanshouxigong,2017-01-16 16:00:00
34026,2017,1,16,17,115.0,106.0,9.0,75.0,1100.0,12.0,-0.15,1027.0,-7.9,0.0,NE,2.2,Wanshouxigong,2017-01-16 17:00:00
34027,2017,1,16,18,114.0,115.0,9.0,78.0,1200.0,7.0,-0.45,1027.5,-7.9,0.0,NE,1.4,Wanshouxigong,2017-01-16 18:00:00
34028,2017,1,16,19,127.0,126.0,10.0,79.0,1300.0,7.0,-0.7,1028.0,-7.0,0.0,SE,1.6,Wanshouxigong,2017-01-16 19:00:00
34029,2017,1,16,20,129.0,148.0,14.0,81.0,1600.0,7.0,-0.7,1028.25,-6.7,0.0,SE,1.4,Wanshouxigong,2017-01-16 20:00:00
34030,2017,1,16,21,130.0,130.0,16.0,79.0,1900.0,7.0,-0.9,1029.0,-6.5,0.0,SE,1.0,Wanshouxigong,2017-01-16 21:00:00
34031,2017,1,16,22,121.0,121.0,15.0,76.0,1800.0,7.0,-1.175,1028.75,-6.1,0.0,SE,1.4,Wanshouxigong,2017-01-16 22:00:00
34032,2017,1,16,23,116.0,116.0,14.0,75.0,1700.0,7.0,-1.2,1028.0,-6.2,0.0,SE,1.0,Wanshouxigong,2017-01-16 23:00:00
34033,2017,1,17,0,118.0,118.0,13.0,74.0,1900.0,7.0,-1.2,1028.0,-5.9,0.0,SE,1.4,Wanshouxigong,2017-01-17 00:00:00
34034,2017,1,17,1,116.0,116.0,12.0,72.0,1700.0,7.0,-1.3,1028.0,-5.8,0.0,NE,1.6,Wanshouxigong,2017-01-17 01:00:00
34035,2017,1,17,2,111.0,111.0,15.0,69.0,1600.0,7.0,-1.475,1027.5,-5.8,0.0,NE,0.9,Wanshouxigong,2017-01-17 02:00:00
34036,2017,1,17,3,108.0,108.0,15.0,70.0,2100.0,7.0,-1.525,1027.0,-5.7,0.0,NE,1.1,Wanshouxigong,2017-01-17 03:00:00
34037,2017,1,17,4,117.0,117.0,15.0,70.0,2400.0,7.0,-1.7,1027.0,-5.7,0.0,SE,1.4,Wanshouxigong,2017-01-17 04:00:00
34038,2017,1,17,5,124.0,124.0,15.0,66.0,2400.0,7.0,-1.65,1026.75,-5.6,0.0,NE,1.2,Wanshouxigong,2017-01-17 05:00:00
34039,2017,1,17,6,109.0,109.0,14.0,64.0,2100.0,7.0,-1.775,1026.0,-5.6,0.0,NE,1.5,Wanshouxigong,2017-01-17 06:00:00
34040,2017,1,17,7,123.0,123.0,14.0,66.0,2300.0,7.0,-1.9,1026.0,-5.4,0.0,NE,1.0,Wanshouxigong,2017-01-17 07:00:00
34041,2017,1,17,8,107.0,107.0,15.0,63.0,2200.0,7.0,-1.9,1026.5,-5.5,0.0,NE,1.2,Wanshouxigong,2017-01-17 08:00:00
34042,2017,1,17,9,104.0,104.0,15.0,61.0,2000.0,7.0,-1.8,1027.0,-5.5,0.0,NE,1.4,Wanshouxigong,2017-01-17 09:00:00
34043,2017,1,17,10,138.0,157.0,16.0,70.0,3000.0,7.0,-1.35,1027.0,-5.6,0.0,NE,1.6,Wanshouxigong,2017-01-17 10:00:00
34044,2017,1,17,11,158.0,158.0,21.0,73.0,2800.0,3.0,-0.78,1027.8,-5.7,0.0,NE,1.3,Wanshouxigong,2017-01-17 11:00:00
34045,2017,1,17,12,158.0,158.0,26.0,71.0,2300.0,7.0,-0.266666666666667,1027.0,-5.5,0.0,NE,0.8,Wanshouxigong,2017-01-17 12:00:00
34046,2017,1,17,13,160.0,160.0,27.0,72.0,2200.0,12.0,0.35,1026.0,-5.8,0.0,NW,1.4,Wanshouxigong,2017-01-17 13:00:00
34047,2017,1,17,14,177.0,177.0,25.0,73.0,2100.0,17.0,0.96,1025.0,-6.6,0.0,NE,1.0,Wanshouxigong,2017-01-17 14:00:00
34048,2017,1,17,15,178.0,168.0,23.0,81.0,2100.0,17.0,1.83333333333333,1025.0,-6.7,0.0,NW,1.8,Wanshouxigong,2017-01-17 15:00:00
34049,2017,1,17,16,166.0,174.0,31.0,90.0,2100.0,17.0,1.725,1025.0,-6.7,0.0,SW,1.9,Wanshouxigong,2017-01-17 16:00:00
34050,2017,1,17,17,173.0,180.0,28.0,104.0,2300.0,10.0,1.3,1025.0,-6.7,0.0,SW,1.1,Wanshouxigong,2017-01-17 17:00:00
34051,2017,1,17,18,172.0,179.0,24.0,113.0,2300.0,9.0,0.35,1025.25,-6.8,0.0,SW,1.4,Wanshouxigong,2017-01-17 18:00:00
34052,2017,1,17,19,185.0,186.0,20.0,113.0,2500.0,1.0,-0.225,1026.0,-6.7,0.0,SW,1.9,Wanshouxigong,2017-01-17 19:00:00
34053,2017,1,17,20,172.0,179.0,24.0,111.0,2300.0,9.0,-1.15,1027.0,-6.9,0.0,NW,1.2,Wanshouxigong,2017-01-17 20:00:00
34054,2017,1,17,21,186.0,186.0,23.0,103.0,2200.0,6.0,-2.25,1027.75,-7.0,0.0,SW,1.0,Wanshouxigong,2017-01-17 21:00:00
34055,2017,1,17,22,170.0,170.0,28.0,93.0,2100.0,1.0,-3.075,1028.5,-7.3,0.0,SW,0.7,Wanshouxigong,2017-01-17 22:00:00
34056,2017,1,17,23,176.0,176.0,28.0,97.0,2500.0,12.0,-3.875,1029.75,-7.4,0.0,,0.4,Wanshouxigong,2017-01-17 23:00:00
34057,2017,1,18,0,140.0,140.0,26.0,93.0,2000.0,1.0,-4.2,1030.0,-7.5,0.0,SE,1.2,Wanshouxigong,2017-01-18 00:00:00
34058,2017,1,18,1,65.0,65.0,11.0,68.0,900.0,15.0,-4.2,1030.0,-7.8,0.0,NE,1.4,Wanshouxigong,2017-01-18 01:00:00
34059,2017,1,18,2,28.0,44.0,11.0,47.0,500.0,36.0,-4.2,1030.25,-9.0,0.0,NE,0.7,Wanshouxigong,2017-01-18 02:00:00
34060,2017,1,18,3,55.0,55.0,19.0,67.0,800.0,23.0,-5.3,1031.0,-10.3,0.0,NE,1.3,Wanshouxigong,2017-01-18 03:00:00
34061,2017,1,18,4,43.0,43.0,16.0,45.0,,36.0,-5.325,1031.0,-12.0,0.0,NE,2.1,Wanshouxigong,2017-01-18 04:00:00
34062,2017,1,18,5,34.0,34.0,5.0,41.0,500.0,28.0,-4.475,1030.5,-14.6,0.0,NE,1.6,Wanshouxigong,2017-01-18 05:00:00
34063,2017,1,18,6,24.0,24.0,14.0,47.0,400.0,32.0,-4.7,1030.0,-15.3,0.0,NE,2.2,Wanshouxigong,2017-01-18 06:00:00
34064,2017,1,18,7,16.0,16.0,3.0,42.0,400.0,37.0,-5.1,1030.0,-15.5,0.0,NE,1.6,Wanshouxigong,2017-01-18 07:00:00
34065,2017,1,18,8,31.0,28.0,12.0,50.0,500.0,19.0,-5.4625,1030.0,-15.8,0.0,NE,1.9,Wanshouxigong,2017-01-18 08:00:00
34066,2017,1,18,9,25.0,41.0,14.0,54.0,500.0,28.0,-4.9,1031.0,-15.6,0.0,NE,3.2,Wanshouxigong,2017-01-18 09:00:00
34067,2017,1,18,10,22.0,42.0,3.0,55.0,600.0,22.0,-2.96666666666667,1031.0,-16.1,0.0,NE,2.7,Wanshouxigong,2017-01-18 10:00:00
34068,2017,1,18,11,21.0,22.0,4.0,33.0,600.0,36.0,-1.8,1031.75,-16.8,0.0,NE,2.9,Wanshouxigong,2017-01-18 11:00:00
34069,2017,1,18,12,20.0,20.0,4.0,30.0,600.0,42.0,-0.75,1030.75,-16.8,0.0,NE,2.1,Wanshouxigong,2017-01-18 12:00:00
34070,2017,1,18,13,24.0,25.0,4.0,35.0,600.0,39.0,0.225,1029.75,-16.8,0.0,NE,1.0,Wanshouxigong,2017-01-18 13:00:00
34071,2017,1,18,14,26.0,42.0,5.0,50.0,700.0,28.0,0.94,1028.4,-16.6,0.0,,0.4,Wanshouxigong,2017-01-18 14:00:00
34072,2017,1,18,15,37.0,70.0,8.0,57.0,900.0,25.0,1.63333333333333,1028.0,-15.7,0.0,SW,1.2,Wanshouxigong,2017-01-18 15:00:00
34073,2017,1,18,16,55.0,94.0,10.0,63.0,900.0,21.0,1.25,1028.0,-15.4,0.0,SW,1.4,Wanshouxigong,2017-01-18 16:00:00
34074,2017,1,18,17,61.0,78.0,9.0,70.0,900.0,14.0,1.0,1027.25,-15.2,0.0,SW,1.8,Wanshouxigong,2017-01-18 17:00:00
34075,2017,1,18,18,46.0,69.0,8.0,72.0,900.0,8.0,0.55,1027.0,-14.8,0.0,SW,1.1,Wanshouxigong,2017-01-18 18:00:00
34076,2017,1,18,19,46.0,71.0,8.0,71.0,900.0,7.0,0.0,1027.75,-14.8,0.0,SW,0.9,Wanshouxigong,2017-01-18 19:00:00
34077,2017,1,18,20,50.0,79.0,9.0,77.0,900.0,2.0,-0.75,1028.0,-14.7,0.0,SW,1.1,Wanshouxigong,2017-01-18 20:00:00
34078,2017,1,18,21,51.0,73.0,9.0,77.0,900.0,2.0,-1.575,1028.0,-14.2,0.0,SW,0.7,Wanshouxigong,2017-01-18 21:00:00
34079,2017,1,18,22,53.0,79.0,10.0,81.0,1100.0,2.0,-2.55,1027.5,-13.8,0.0,SW,0.9,Wanshouxigong,2017-01-18 22:00:00
34080,2017,1,18,23,65.0,95.0,15.0,84.0,1500.0,2.0,-3.55,1027.0,-13.3,0.0,SE,0.7,Wanshouxigong,2017-01-18 23:00:00
34081,2017,1,19,0,73.0,110.0,20.0,82.0,1600.0,2.0,-2.9,1026.5,-12.1,0.0,SW,1.2,Wanshouxigong,2017-01-19 00:00:00
34082,2017,1,19,1,96.0,121.0,30.0,88.0,2300.0,2.0,-1.925,1025.5,-10.6,0.0,SE,1.5,Wanshouxigong,2017-01-19 01:00:00
34083,2017,1,19,2,97.0,115.0,31.0,89.0,2600.0,2.0,-1.7,1025.0,-9.6,0.0,SE,1.0,Wanshouxigong,2017-01-19 02:00:00
34084,2017,1,19,3,109.0,123.0,44.0,88.0,3300.0,2.0,-1.8642857142857143,1024.857142857143,-9.357142857142858,,,1.0166666666666666,Wanshouxigong,2017-01-19 03:00:00
34085,2017,1,19,4,102.0,118.0,41.0,88.0,3100.0,42.0,-2.0285714285714285,1024.7142857142858,-9.114285714285714,,,1.0333333333333334,Wanshouxigong,2017-01-19 04:00:00
